,name,city,Check_in_date,Check_out_date,pool,gym,spa,free_parking,bathtub,restuarant,Airport_transfer,Bar,Kitchen,Connecting_rooms_available,Internet_access,Pet_friendly,No of Nights,City Center,price
5009,OYO 13555 Niketan Medanta,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,no,yes,no,no,no,no,no,no,5,3.0,22276
5010,Tavisha Villa,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,7.0,8198
5011,The Maple Leaf DLF Cyber City,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,yes,no,no,no,no,no,5,6.8,4476
5012,Perch Arbor Golf Course Road,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,6.7,2800
5013,The Mayflower,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,yes,no,no,no,no,no,5,9.0,6000
5014,"Lemon Tree Premier 2, Gurugram",Gurgaon,2021-02-12,2021-02-17,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,5,3.9,7998
5015,Hotel City Premier,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,5,3.5,3580
5016,OYO 4131 Glen Thirty,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,2.9,22276
5017,OYO 16953 The Grace Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,yes,no,no,no,5,2.5,7816
5018,OYO 16759 Sukhsagar,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,1.8,18878
5019,Hotel Smart Villa IV by Royal Collection,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,6.7,40000
5020,"Lemon Tree Premier 1, Gurugram",Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,5,3.9,5598
5021,OYO 8317 Sector 31,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,2.1,22276
5022,New Bawa Residency,Gurgaon,2021-02-12,2021-02-17,yes,no,no,yes,no,yes,yes,no,no,no,no,no,5,6.0,3998
5023,OYO 13843 DS Cyber Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,8.3,2510
5024,OYO 17425 Dwarka Palace,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,7.8,2532
5025,OYO 567 Hotel Lime Tree Hospitality,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,no,no,no,no,5,4.1,2020
5026,"The Westin Gurgaon, New Delhi",Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,6,4.7,12197
5027,Taj City Centre Gurugram,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,6,4.4,18038
5028,Holiday Inn Gurugram Sector 90,Gurgaon,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,11.0,7500
5029,Hyatt Regency Gurgaon,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,9.1,11982
5030,Dia Park Premier,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,4.0,24000
5031,The Oberoi Gurgaon,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.8,23250
5032,Imperial Apartments,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,6,4.2,7500
5033,Inde Hotel Cyber City,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,7.3,8697
5034,Vintage Villa,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,yes,no,no,no,no,6,2.2,9000
5035,ibis Gurgaon Golf Course Road Hotel,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,7.8,5400
5036,Hyatt Place Gurgaon Udyog Vihar,Gurgaon,2021-02-12,2021-02-18,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,6,6.1,8288
5037,Sparklin Suites,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,no,no,no,no,no,no,no,6,5.1,6597
5038,Levante Hotel,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,no,yes,no,no,no,no,no,no,6,7.7,6900
5039,"Trident, Gurgaon",Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.7,12300
5040,Hotel Grenville,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,1.5,4834
5041,Krishna Coddle Executive,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,5.2,4798
5042,Liveinn Style,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,2.5,8352
5043,Moon Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.4,4857
5044,Bawa Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,yes,no,no,6,6.0,5997
5045,Ambrosia By ZiffyHomes,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.0,3777
5046,HYDEWEST INDIA,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,yes,no,yes,no,no,no,6,3.3,16660
5047,Aadat Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.7,5400
5048,The Bristol Hotel,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,6.8,9900
5049,"When In Gurgaon - Service Apartments, Opp. Artemis Hospital",Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,5.5,6000
5050,Olive Cozy stays,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,yes,no,no,yes,6,3.2,5700
5051,CoRoomS SanVi Prime Unitech Cyber Park,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,3.3,2623
5052,Olive Serviced Apartments Gurgaon,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,yes,6,5.5,6000
5053,SKY CITY HOTEL,Gurgaon,2021-02-12,2021-02-18,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,0.8,9180
5054,Ahuja Residency Vista Signature,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.4,7599
5055,JK Rooms 143 Amazone Holiday Guest House,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.4,10500
5056,Gazebo Inn And Suites,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,2.5,7425
5057,Lemon Tree Hotel Sohna Road,Gurgaon,2021-02-12,2021-02-18,yes,no,yes,no,no,yes,no,no,no,no,no,no,6,10.0,10878
5058,Pacific Inn Suryansh Hotel,Gurgaon,2021-02-12,2021-02-18,yes,no,no,yes,no,yes,yes,no,no,no,no,no,6,5.2,8045
5059,Olive Studio Rooms,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,yes,no,no,no,6,6.8,5100
5060,Aakritii Hotels,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,6.1,3295
5061,Jade By ZiffyHomes,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,2.0,5037
5062,Bellagio Inn & Suites,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,5.1,6900
5063,Ahuja Residency Cyber City I,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.9,6867
5064,AAN HOTEL,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.5,7500
5065,Urban Key House,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,no,no,no,no,no,no,no,6,2.5,4500
5066,Radisson Gurugram Sohna Road City Center,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,6,5.1,19927
5067,"The Leela Ambience Hotel & Residences, Gurugram",Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.5,20997
5068,Ahuja Residency Gurgaon,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,6.9,9834
5069,Platinum Infrasource,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,yes,no,no,no,no,no,6,4.8,7200
5070,OYO 19751 Parkview Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,8.5,28316
5071,OYO 26915 Hotel North East Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,8.7,28316
5072,The Habitare Gurgaon,Gurgaon,2021-02-12,2021-02-18,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,6,1.5,6747
5073,Smart Inn-1,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,6.8,4756
5074,Tavisha Villa,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,7.0,12297
5075,The Royal Crown,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,6,3.3,4497
5076,OYO 16759 Sukhsagar,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,1.8,28316
5077,"Lemon Tree Premier 2, Gurugram",Gurgaon,2021-02-12,2021-02-18,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,6,3.9,9998
5078,Crowne Plaza Hotel Gurgaon,Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,3.8,12374
5079,OYO 29687 Sunny Guest House,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,yes,no,no,no,6,13.0,28316
5080,OYO 9422 Prime,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,7.0,7875
5081,Hotel Haut Monde,Gurgaon,2021-02-12,2021-02-18,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,6,1.2,5639
5082,Excel Inn,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.6,8400
5083,MAVENS HOUSE,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,2.0,2967
5084,Perch Arbor Golf Course Road,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,6.7,4200
5085,Hotel City Premier,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,6,3.5,5560
5086,OYO 14777 Summer Homez,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,6.3,4953
5087,OYO 13555 Niketan Medanta,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,no,yes,no,no,no,no,no,no,6,3.0,33413
5088,The Maple Leaf DLF Cyber City,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,6.8,6714
5089,OYO 8317 Sector 31,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,2.1,33413
5090,Hotel Smart Villa IV by Royal Collection,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,6.7,60000
5091,Smart Villa 5 by Royal Collection,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.7,5979
5092,Ginger Manesar,Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,no,yes,no,no,no,no,6,14.0,11217
5093,"Lemon Tree Hotel, Udyog Vihar, Gurugram",Gurgaon,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,no,no,no,no,no,6,7.6,4558
5094,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,Gurgaon,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,8.7,11255
5095,OYO 4131 Glen Thirty,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,2.9,33413
5096,The Mayflower,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,yes,no,no,no,no,no,6,9.0,9000
5097,OYO 16953 The Grace Residency,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,yes,no,no,no,6,2.5,11724
5098,OYO 12471 SKS PREMIUM,Gurgaon,2021-02-12,2021-02-18,no,no,no,no,no,no,no,no,yes,no,no,no,6,5.7,33413
5099,Hotel La Residence,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,yes,no,no,6,8.4,9297
5100,Hotel Smart Villa By Royal Collection,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.7,9146
5101,Hotel Kartik Inns,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,6.8,4200
5102,"Lemon Tree Premier 1, Gurugram",Gurgaon,2021-02-12,2021-02-18,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,6,3.9,7598
5103,OYO 567 Hotel Lime Tree Hospitality,Gurgaon,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,4.1,3037
5104,"The Westin Gurgaon, New Delhi",Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,8,4.7,18176
5105,Holiday Inn Gurugram Sector 90,Gurgaon,2021-02-12,2021-02-20,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,8,11.0,13500
5106,Hyatt Regency Gurgaon,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,9.1,19971
5107,Taj City Centre Gurugram,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,8,4.4,29831
5108,The Oberoi Gurgaon,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,7.8,38750
5109,ibis Gurgaon Golf Course Road Hotel,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,8,7.8,8800
5110,Imperial Apartments,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,8,4.2,12500
5111,Hyatt Place Gurgaon Udyog Vihar,Gurgaon,2021-02-12,2021-02-20,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,8,6.1,13813
5112,Dia Park Premier,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,4.0,40000
5113,Hotel Grenville,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,1.5,8181
5114,Levante Hotel,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,no,yes,no,no,no,no,no,no,8,7.7,11500
5115,"Trident, Gurgaon",Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,7.7,21250
5116,Moon Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,8.4,8096
5117,Ambrosia By ZiffyHomes,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.0,6296
5118,Sparklin Suites,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,no,no,no,no,no,no,no,8,5.1,10995
5119,Bawa Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,yes,no,no,yes,no,no,8,6.0,9995
5120,The Bristol Hotel,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,6.8,16500
5121,Inde Hotel Cyber City,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,7.3,14595
5122,Aadat Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.7,9000
5123,Olive Cozy stays,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,yes,no,no,yes,8,3.2,9500
5124,Aakritii Hotels,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,6.1,5491
5125,HYDEWEST INDIA,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,yes,no,yes,no,no,no,8,3.3,27370
5126,Ahuja Residency Vista Signature,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.4,12665
5127,Jade By ZiffyHomes,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,2.0,8395
5128,"The Leela Ambience Hotel & Residences, Gurugram",Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,8.5,31995
5129,Olive Studio Rooms,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,yes,no,no,no,8,6.8,8500
5130,Vintage Villa,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,yes,no,no,no,no,8,2.2,15000
5131,CoRoomS SanVi Prime Unitech Cyber Park,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,yes,no,no,no,no,no,8,3.3,4372
5132,Liveinn Style,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,2.5,13920
5133,Pacific Inn Suryansh Hotel,Gurgaon,2021-02-12,2021-02-20,yes,no,no,yes,no,yes,yes,no,no,no,no,no,8,5.2,13409
5134,Radisson Gurugram Sohna Road City Center,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,8,5.1,29825
5135,Bellagio Inn & Suites,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,5.1,11500
5136,Krishna Coddle Executive,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,5.2,7996
5137,JK Rooms 143 Amazone Holiday Guest House,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,8.4,17500
5138,Olive Serviced Apartments Gurgaon,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,yes,no,no,no,no,yes,8,5.5,10000
5139,Lemon Tree Hotel Sohna Road,Gurgaon,2021-02-12,2021-02-20,yes,no,yes,no,no,yes,no,no,no,no,no,no,8,10.0,16636
5140,Gazebo Inn And Suites,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,2.5,12375
5141,Ahuja Residency Gurgaon,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,no,no,no,8,6.9,16390
5142,Crowne Plaza Hotel Gurgaon,Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,8,3.8,18393
5143,The Habitare Gurgaon,Gurgaon,2021-02-12,2021-02-20,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,8,1.5,11246
5144,SKY CITY HOTEL,Gurgaon,2021-02-12,2021-02-20,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,8,0.8,15300
5145,Platinum Infrasource,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,yes,no,no,no,no,no,8,4.8,12000
5146,Ahuja Residency Cyber City I,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,6.9,11445
5147,Urban Key House,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,no,no,no,no,no,no,no,8,2.5,7500
5148,"When In Gurgaon - Service Apartments, Opp. Artemis Hospital",Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,5.5,10000
5149,AAN HOTEL,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.5,12500
5150,OYO 29687 Sunny Guest House,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,yes,no,no,no,8,13.0,47194
5151,OYO 26915 Hotel North East Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,8.7,47194
5152,Smart Inn-1,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,yes,no,no,no,no,no,8,6.8,7927
5153,MAVENS HOUSE,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,8,2.0,4946
5154,Hotel Haut Monde,Gurgaon,2021-02-12,2021-02-20,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,8,1.2,9118
5155,OYO 8317 Sector 31,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,2.1,55689
5156,OYO 16759 Sukhsagar,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,1.8,47194
5157,Perch Arbor Golf Course Road,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,no,no,no,8,6.7,7000
5158,"Lemon Tree Premier 1, Gurugram",Gurgaon,2021-02-12,2021-02-20,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,8,3.9,16396
5159,The Royal Crown,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,8,3.3,7495
5160,OYO 9422 Prime,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,7.0,13346
5161,Ginger Manesar,Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,yes,no,yes,no,no,no,no,8,14.0,13868
5162,Zone by the Park Gurgaon,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,8,3.8,18996
5163,Hotel La Residence,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,yes,no,no,8,8.4,15495
5164,The Maple Leaf DLF Cyber City,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,yes,no,no,no,no,no,8,6.8,11190
5165,OYO 19751 Parkview Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,8.5,47194
5166,"Lemon Tree Hotel, Sector 60, Gurugram",Gurgaon,2021-02-12,2021-02-20,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,8,9.5,14316
5167,OYO 567 Hotel Lime Tree Hospitality,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,4.1,6297
5168,"Lemon Tree Premier 2, Gurugram",Gurgaon,2021-02-12,2021-02-20,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,8,3.9,19436
5169,"Lemon Tree Hotel, Udyog Vihar, Gurugram",Gurgaon,2021-02-12,2021-02-20,no,yes,no,yes,no,yes,yes,no,no,no,no,no,8,7.6,10956
5170,Smart Villa 5 by Royal Collection,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,6.7,9965
5171,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,Gurgaon,2021-02-12,2021-02-20,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,8,8.7,21370
5172,101Stays Medanta,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,yes,no,no,yes,8,3.1,7622
5173,Tavisha Villa,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,no,no,no,8,7.0,20495
5174,Excel Inn,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.6,14000
5175,Hotel City Premier,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,8,3.5,9520
5176,OYO 14777 Summer Homez,Gurgaon,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,6.3,8369
5177,bloom Boutique | Signature Towers,Gurgaon,2021-02-12,2021-02-20,no,yes,no,no,no,yes,yes,no,no,no,no,no,8,3.3,11325
5178,OYO 17425 Dwarka Palace,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,7.8,6157
5179,The Acura BMK,Gurgaon,2021-02-12,2021-02-20,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,8,1.8,24600
5180,OYO 13555 Niketan Medanta,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,no,yes,no,no,no,no,no,no,8,3.0,55689
5181,OYO 13843 DS Cyber Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,8.3,6376
5182,OYO 16953 The Grace Residency,Gurgaon,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,yes,no,no,no,8,2.5,19540
5183,Golden Tulip Vasundhara,Noida,2021-02-12,2021-02-17,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,5,12.0,7840
5184,Hotel Aarkay Palace,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,4.7,5396
5185,Ahuja Residency Sector 44 Noida,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,4.7,6000
5186,Radisson Blu Hotel Noida,Noida,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,6.3,8600
5187,Yu Turn Townhouse,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,6.1,5100
5188,OYO 12779 5 seas Hotel and Banquet,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,12.0,5972
5189,GINGER Noida City Center,Noida,2021-02-12,2021-02-17,no,yes,no,no,no,yes,no,yes,no,no,no,no,5,8.1,7378
5190,Hotel Cavendish,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,2.0,4000
5191,Hotel Vizima 62,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,7.6,9998
5192,The Icon,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,7.5,10000
5193,Hotel Belmorrise,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,yes,5,1.4,3109
5194,Hotel B&B INN,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,5,5.3,7317
5195,Hotel Blue Pearl Noida,Noida,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,3.6,5998
